wavelength(AA)   flux(mJy)   unc(mJy)   resolution(km/s)
6197.000     1.4761   0.1463   159.4
6198.000     1.4538   0.1468   159.3
6199.000     1.3363   0.1471   159.3
6200.000     1.5389   0.1473   159.2
6201.000     1.5460   0.1474   159.1
6202.000     1.2240   0.1476   159.1
6203.000     1.6546   0.1479   159.0
6204.000     1.6022   0.1483   158.9
6205.000     1.6552   0.1487   158.9
6206.000     1.5414   0.1491   158.8
6207.000     1.3329   0.1493   158.8
6208.000     1.5111   0.1495   158.7
6209.000     1.5895   0.1494   158.6
6210.000     1.5096   0.1491   158.6
6211.000     1.5512   0.1486   158.5
6212.000     1.4639   0.1478   158.4
6213.000     1.4519   0.1469   158.4
6214.000     1.6792   0.1460   158.3
6215.000     1.7619   0.1452   158.2
6216.000     1.3683   0.1445   158.2
6217.000     1.3012   0.1441   158.1
6218.000     1.8212   0.1440   158.0
6219.000     1.4651   0.1440   158.0
6220.000     1.3841   0.1442   157.9
6221.000     1.1990   0.1444   157.9
6222.000     1.8079   0.1448   157.8
6223.000     1.4733   0.1451   157.7
6224.000     1.5687   0.1455   157.7
6225.000     1.6181   0.1458   157.6
6226.000     1.4951   0.1459   157.5
6227.000     1.5324   0.1459   157.5
6228.000     1.6280   0.1457   157.4
6229.000     1.4020   0.1453   157.3
6230.000     1.4662   0.1448   157.3
6231.000     1.8039   0.1443   157.2
6232.000     1.3983   0.1441   157.2
6233.000     1.3024   0.1442   157.1
6234.000     1.4398   0.1446   157.0
6235.000     1.6292   0.1451   157.0
6236.000     1.2209   0.1458   156.9
6237.000     1.5713   0.1462   156.8
6238.000     1.3020   0.1464   156.8
6239.000     1.5340   0.1464   156.7
6240.000     1.3677   0.1460   156.6
6241.000     1.2397   0.1455   156.6
6242.000     1.4233   0.1450   156.5
6243.000     1.3161   0.1445   156.4
6244.000     1.3165   0.1441   156.4
6245.000     1.4878   0.1440   156.3
6246.000     1.5364   0.1440   156.3
6247.000     1.4641   0.1443   156.2
6248.000     1.7689   0.1446   156.1
6249.000     1.4380   0.1450   156.1
6250.000     1.3063   0.1452   156.0
6251.000     1.2014   0.1452   155.9
6252.000     1.4373   0.1450   155.9
6253.000     1.6151   0.1444   155.8
6254.000     1.4959   0.1437   155.7
6255.000     1.2745   0.1429   155.7
6256.000     1.4100   0.1423   155.6
6257.000     1.2779   0.1419   155.6
6258.000     1.4204   0.1417   155.5
6259.000     1.4696   0.1419   155.4
6260.000     1.5909   0.1425   155.4
6261.000     1.3701   0.1433   155.3
6262.000     1.4150   0.1443   155.2
6263.000     1.4570   0.1453   155.2
6264.000     1.4276   0.1462   155.1
6265.000     1.3015   0.1470   155.0
6266.000     1.3971   0.1477   155.0
6267.000     1.1500   0.1481   154.9
6268.000     1.2936   0.1484   154.8
6269.000     1.3775   0.1487   154.8
6270.000     1.5084   0.1489   154.7
6271.000     1.1506   0.1491   154.7
6272.000     1.3579   0.1494   154.6
6273.000     1.3403   0.1496   154.5
6274.000     1.8950   0.1499   154.5
6275.000     1.5777   0.1501   154.4
6276.000     1.5712   0.1502   154.3
6277.000     1.6514   0.1501   154.3
6278.000     1.3886   0.1500   154.2
6279.000     1.6471   0.1497   154.1
6280.000     1.5402   0.1494   154.1
6281.000     1.5176   0.1492   154.0
6282.000     1.6004   0.1491   154.0
6283.000     1.6782   0.1492   153.9
6284.000     1.2142   0.1494   153.8
6285.000     1.4896   0.1499   153.8
6286.000     1.9378   0.1504   153.7
6287.000     1.7131   0.1510   153.6
6288.000     1.5607   0.1515   153.6
6289.000     1.4339   0.1519   153.5
6290.000     1.4234   0.1522   153.4
6291.000     1.8199   0.1522   153.4
6292.000     1.5934   0.1521   153.3
6293.000     1.3801   0.1518   153.2
6294.000     1.6324   0.1514   153.2
6295.000     1.4400   0.1510   153.1
6296.000     1.3912   0.1505   153.1
6297.000     1.4337   0.1500   153.0
6298.000     1.3742   0.1495   152.9
6299.000     1.2506   0.1491   152.9
6300.000     1.5939   0.1488   152.8
6301.000     1.4915   0.1486   152.7
6302.000     1.1745   0.1486   152.7
6303.000     1.0109   0.1488   152.6
6304.000     1.5784   0.1491   152.5
6305.000     1.7179   0.1497   152.5
6306.000     1.8952   0.1504   152.4
6307.000     1.4881   0.1511   152.4
6308.000     1.5530   0.1517   152.3
6309.000     1.3476   0.1522   152.2
6310.000     1.2490   0.1524   152.2
6311.000     1.5493   0.1523   152.1
6312.000     1.4199   0.1520   152.0
6313.000     1.5457   0.1515   152.0
6314.000     1.5691   0.1509   151.9
6315.000     1.2862   0.1503   151.8
6316.000     1.6590   0.1498   151.8
6317.000     1.5883   0.1493   151.7
6318.000     1.7496   0.1490   151.6
6319.000     1.6160   0.1489   151.6
6320.000     1.3854   0.1491   151.5
6321.000     1.4159   0.1495   151.5
6322.000     1.4906   0.1500   151.4
6323.000     1.3299   0.1508   151.3
6324.000     1.6298   0.1515   151.3
6325.000     1.5460   0.1523   151.2
6326.000     1.8444   0.1529   151.1
6327.000     1.4583   0.1534   151.1
6328.000     1.4658   0.1538   151.0
6329.000     1.8053   0.1541   150.9
6330.000     1.6742   0.1542   150.9
6331.000     1.3557   0.1542   150.8
6332.000     1.4124   0.1540   150.8
6333.000     1.6285   0.1538   150.7
6334.000     1.4652   0.1533   150.6
6335.000     1.5057   0.1528   150.6
6336.000     1.4633   0.1523   150.5
6337.000     1.8894   0.1519   150.4
6338.000     1.3234   0.1517   150.4
6339.000     1.3285   0.1517   150.3
6340.000     1.5015   0.1520   150.2
6341.000     1.5943   0.1523   150.2
6342.000     1.4664   0.1527   150.1
6343.000     1.2802   0.1529   150.0
6344.000     1.4925   0.1531   150.0
6345.000     1.3881   0.1532   149.9
6346.000     1.7209   0.1533   149.9
6347.000     1.7019   0.1536   149.8
6348.000     1.4257   0.1539   149.7
6349.000     1.4914   0.1543   149.7
6350.000     1.6958   0.1547   149.6
6351.000     1.7326   0.1550   149.5
6352.000     1.4179   0.1552   149.5
6353.000     1.7820   0.1551   149.4
6354.000     1.7034   0.1548   149.3
6355.000     1.8679   0.1543   149.3
6356.000     1.6880   0.1537   149.2
6357.000     1.2772   0.1530   149.2
6358.000     1.5426   0.1523   149.1
6359.000     1.5668   0.1517   149.0
6360.000     1.5751   0.1511   149.0
6361.000     1.6231   0.1506   148.9
6362.000     1.4654   0.1503   148.8
6363.000     1.5433   0.1503   148.8
6364.000     1.4697   0.1505   148.7
6365.000     1.2103   0.1509   148.6
6366.000     1.4714   0.1516   148.6
6367.000     1.3574   0.1524   148.5
6368.000     1.6173   0.1532   148.4
6369.000     1.8753   0.1541   148.4
6370.000     1.5636   0.1549   148.3
6371.000     1.5526   0.1555   148.3
6372.000     1.5491   0.1561   148.2
6373.000     1.5346   0.1566   148.1
6374.000     1.5545   0.1570   148.1
6375.000     1.5708   0.1573   148.0
6376.000     1.7265   0.1575   147.9
6377.000     1.5665   0.1575   147.9
6378.000     1.5290   0.1574   147.8
6379.000     1.4221   0.1573   147.7
6380.000     1.5073   0.1571   147.7
6381.000     1.6133   0.1570   147.6
6382.000     1.7487   0.1570   147.6
6383.000     1.6035   0.1570   147.5
6384.000     1.6380   0.1572   147.4
6385.000     1.6096   0.1574   147.4
6386.000     1.3458   0.1577   147.3
6387.000     1.5361   0.1579   147.2
6388.000     1.6893   0.1580   147.2
6389.000     1.6742   0.1580   147.1
6390.000     1.6209   0.1578   147.0
6391.000     1.5302   0.1574   147.0
6392.000     1.7127   0.1568   146.9
6393.000     1.4942   0.1563   146.8
6394.000     1.8394   0.1558   146.8
6395.000     1.5659   0.1555   146.7
6396.000     1.7133   0.1554   146.7
6397.000     1.4577   0.1554   146.6
6398.000     1.5373   0.1555   146.5
6399.000     1.6445   0.1556   146.5
6400.000     1.5481   0.1556   146.4
6401.000     1.4652   0.1557   146.3
6402.000     1.8940   0.1559   146.3
6403.000     1.6373   0.1563   146.2
6404.000     1.6790   0.1568   146.1
6405.000     1.3978   0.1573   146.1
6406.000     1.5408   0.1577   146.0
6407.000     1.5095   0.1578   146.0
6408.000     1.5199   0.1576   145.9
6409.000     1.4697   0.1574   145.8
6410.000     1.7311   0.1570   145.8
6411.000     1.5261   0.1568   145.7
6412.000     1.8311   0.1566   145.6
6413.000     1.6310   0.1566   145.6
6414.000     1.5348   0.1567   145.5
6415.000     1.5050   0.1569   145.4
6416.000     1.2339   0.1571   145.4
6417.000     1.6974   0.1572   145.3
6418.000     1.2528   0.1572   145.2
6419.000     1.6477   0.1571   145.2
6420.000     1.5711   0.1569   145.1
6421.000     1.5673   0.1568   145.1
6422.000     1.6878   0.1569   145.0
6423.000     1.6870   0.1573   144.9
6424.000     1.4877   0.1578   144.9
6425.000     1.7753   0.1585   144.8
6426.000     1.5327   0.1592   144.7
6427.000     1.6300   0.1596   144.7
6428.000     1.6623   0.1598   144.6
6429.000     1.7362   0.1596   144.5
6430.000     1.7085   0.1592   144.5
6431.000     1.7293   0.1587   144.4
6432.000     1.6571   0.1582   144.4
6433.000     1.3791   0.1580   144.3
6434.000     1.5579   0.1580   144.2
6435.000     1.7235   0.1581   144.2
6436.000     1.2559   0.1583   144.1
6437.000     1.5049   0.1585   144.0
6438.000     1.4031   0.1586   144.0
6439.000     1.8073   0.1586   143.9
6440.000     1.6976   0.1587   143.8
6441.000     1.5287   0.1591   143.8
6442.000     1.8548   0.1596   143.7
6443.000     1.5983   0.1603   143.6
6444.000     1.8491   0.1609   143.6
6445.000     1.5805   0.1614   143.5
6446.000     1.5910   0.1614   143.5
6447.000     1.5270   0.1611   143.4
6448.000     1.8426   0.1604   143.3
6449.000     1.7070   0.1593   143.3
6450.000     1.5914   0.1583   143.2
6451.000     1.6192   0.1574   143.1
6452.000     1.6756   0.1569   143.1
6453.000     1.6301   0.1569   143.0
6454.000     2.0748   0.1572   142.9
6455.000     1.7096   0.1577   142.9
6456.000     1.7284   0.1582   142.8
6457.000     1.5491   0.1587   142.8
6458.000     1.5537   0.1590   142.7
6459.000     1.5756   0.1593   142.6
6460.000     1.3628   0.1594   142.6
6461.000     1.6448   0.1592   142.5
6462.000     1.5456   0.1589   142.4
6463.000     1.4501   0.1585   142.4
6464.000     1.6052   0.1583   142.3
6465.000     1.6787   0.1583   142.2
6466.000     1.6770   0.1586   142.2
6467.000     1.7360   0.1591   142.1
6468.000     1.2973   0.1596   142.0
6469.000     1.5439   0.1600   142.0
6470.000     1.5606   0.1602   141.9
6471.000     1.5595   0.1602   141.9
6472.000     1.7378   0.1601   141.8
6473.000     1.2816   0.1600   141.7
6474.000     1.5844   0.1600   141.7
6475.000     1.5391   0.1600   141.6
6476.000     1.9638   0.1601   141.5
6477.000     1.4472   0.1603   141.5
6478.000     1.5695   0.1604   141.4
6479.000     1.8068   0.1604   141.3
6480.000     1.3578   0.1603   141.3
6481.000     1.9058   0.1600   141.2
6482.000     1.7176   0.1597   141.2
6483.000     1.5850   0.1594   141.1
6484.000     1.8115   0.1593   141.0
6485.000     1.6157   0.1593   141.0
6486.000     1.3526   0.1596   140.9
6487.000     1.5048   0.1599   140.8
6488.000     1.4427   0.1601   140.8
6489.000     1.6859   0.1600   140.7
6490.000     1.7183   0.1594   140.6
6491.000     1.5346   0.1584   140.6
6492.000     1.5598   0.1569   140.5
6493.000     1.6854   0.1550   140.4
6494.000     1.4108   0.1529   140.4
6495.000     1.7280   0.1510   140.3
6496.000     1.5416   0.1494   140.3
6497.000     1.4728   0.1485   140.2
6498.000     1.3002   0.1484   140.1
6499.000     1.5374   0.1491   140.1
6500.000     1.5822   0.1505   140.0
6501.000     1.4357   0.1522   140.0
6502.000     1.7053   0.1542   140.0
6503.000     1.5752   0.1561   140.0
6504.000     1.6736   0.1578   140.0
6505.000     1.7431   0.1592   140.0
6506.000     1.1701   0.1602   140.0
6507.000     1.4499   0.1610   140.0
6508.000     1.6901   0.1615   140.0
6509.000     1.4004   0.1618   140.0
6510.000     1.6184   0.1620   140.0
6511.000     1.9860   0.1620   140.0
6512.000     1.6245   0.1620   140.0
6513.000     1.6798   0.1619   140.0
6514.000     1.6328   0.1616   140.0
6515.000     1.6250   0.1612   140.0
6516.000     1.3905   0.1608   140.0
6517.000     1.5703   0.1603   140.0
6518.000     1.8349   0.1600   140.0
6519.000     1.6365   0.1598   140.0
6520.000     1.7556   0.1599   140.0
6521.000     1.6988   0.1603   140.0
6522.000     1.8664   0.1607   140.0
6523.000     1.6153   0.1612   140.0
6524.000     1.6424   0.1615   140.0
6525.000     1.4390   0.1618   140.0
6526.000     1.5489   0.1618   140.0
6527.000     1.9582   0.1617   140.0
6528.000     1.6788   0.1616   140.0
6529.000     1.6153   0.1614   140.0
6530.000     1.4061   0.1612   140.0
6531.000     1.6900   0.1611   140.0
6532.000     1.5996   0.1610   140.0
6533.000     1.4661   0.1610   140.0
6534.000     1.4982   0.1610   140.0
6535.000     1.7043   0.1611   140.0
6536.000     1.7074   0.1613   140.0
6537.000     1.4318   0.1615   140.0
6538.000     1.8259   0.1618   140.0
6539.000     1.5943   0.1620   140.0
6540.000     1.7649   0.1621   140.0
6541.000     1.4821   0.1620   140.0
6542.000     1.4611   0.1617   140.0
6543.000     1.7331   0.1613   140.0
6544.000     1.7217   0.1606   140.0
6545.000     1.6029   0.1599   140.0
6546.000     1.4815   0.1591   140.0
6547.000     1.4272   0.1585   140.0
6548.000     1.4505   0.1580   140.0
6549.000     1.3537   0.1577   140.0
6550.000     1.7440   0.1574   140.0
6551.000     1.6952   0.1572   140.0
6552.000     1.5671   0.1568   140.0
6553.000     1.7034   0.1562   140.0
6554.000     1.3565   0.1554   140.0
6555.000     1.5254   0.1543   140.0
6556.000     1.5310   0.1530   140.0
6557.000     1.7389   0.1512   140.0
6558.000     1.6534   0.1490   140.0
6559.000     1.5084   0.1462   140.0
6560.000     1.3666   0.1426   140.0
6561.000     1.4472   0.1386   140.0
6562.000     1.3796   0.1345   140.0
6563.000     1.3066   0.1311   140.0
6564.000     1.0037   0.1292   140.0
6565.000     1.4410   0.1291   140.0
6566.000     1.4175   0.1312   140.0
6567.000     1.6491   0.1348   140.0
6568.000     1.2463   0.1391   140.0
6569.000     1.1961   0.1433   140.0
6570.000     1.4756   0.1469   140.0
6571.000     1.5464   0.1496   140.0
6572.000     1.7049   0.1514   140.0
6573.000     1.6114   0.1527   140.0
6574.000     1.5021   0.1535   140.0
6575.000     1.2879   0.1543   140.0
6576.000     1.6304   0.1552   140.0
6577.000     1.6549   0.1562   140.0
6578.000     1.4868   0.1572   140.0
6579.000     1.4185   0.1582   140.0
6580.000     1.5415   0.1591   140.0
6581.000     1.7578   0.1598   140.0
6582.000     1.4261   0.1603   140.0
6583.000     1.7496   0.1606   140.0
6584.000     1.7040   0.1609   140.0
6585.000     1.9249   0.1611   140.0
6586.000     1.8667   0.1613   140.0
6587.000     1.4694   0.1615   140.0
6588.000     1.4663   0.1616   140.0
6589.000     1.7202   0.1615   140.0
6590.000     1.7097   0.1613   140.0
6591.000     1.5851   0.1608   140.0
6592.000     1.2611   0.1602   140.0
6593.000     1.4569   0.1595   140.0
6594.000     1.8273   0.1590   140.0
6595.000     1.6216   0.1587   140.0
6596.000     1.1960   0.1587   140.0
6597.000     1.2452   0.1591   140.0
6598.000     1.5699   0.1598   140.0
6599.000     1.7095   0.1606   140.0
6600.000     1.6302   0.1614   140.0
6601.000     1.4614   0.1621   140.0
6602.000     1.4370   0.1626   140.0
6603.000     1.6109   0.1629   140.0
6604.000     1.5487   0.1630   140.0
6605.000     1.5303   0.1628   140.0
6606.000     1.6822   0.1624   140.0
6607.000     1.7919   0.1620   140.0
6608.000     1.4086   0.1616   140.0
6609.000     1.9095   0.1613   140.0
6610.000     1.5907   0.1613   140.0
6611.000     1.6443   0.1615   140.0
6612.000     1.5739   0.1619   140.0
6613.000     1.4151   0.1625   140.0
6614.000     1.6084   0.1631   140.0
6615.000     1.9234   0.1636   140.0
6616.000     1.6416   0.1642   140.0
6617.000     1.5546   0.1647   140.0
6618.000     1.6565   0.1650   140.0
6619.000     1.7713   0.1653   140.0
6620.000     1.5788   0.1655   140.0
6621.000     1.8435   0.1656   140.0
6622.000     1.7281   0.1654   140.0
6623.000     1.6932   0.1652   140.0
6624.000     1.5747   0.1648   140.0
6625.000     1.6191   0.1644   140.0
6626.000     1.6406   0.1641   140.0
6627.000     1.7215   0.1638   140.0
6628.000     1.7353   0.1636   140.0
6629.000     1.7401   0.1635   140.0
6630.000     1.6535   0.1633   140.0
6631.000     1.7774   0.1631   140.0
6632.000     1.5103   0.1628   140.0
6633.000     1.5242   0.1625   140.0
6634.000     1.7182   0.1622   140.0
6635.000     1.5564   0.1621   140.0
6636.000     1.7011   0.1622   140.0
6637.000     1.7429   0.1626   140.0
6638.000     1.7973   0.1630   140.0
6639.000     1.5814   0.1634   140.0
6640.000     1.6875   0.1637   140.0
6641.000     1.7346   0.1638   140.0
6642.000     1.7719   0.1638   140.0
6643.000     1.4737   0.1636   140.0
6644.000     1.9052   0.1634   140.0
6645.000     1.3115   0.1633   140.0
6646.000     1.6092   0.1633   140.0
6647.000     1.5650   0.1634   140.0
6648.000     1.5542   0.1637   140.0
6649.000     1.5875   0.1641   140.0
6650.000     1.6498   0.1644   140.0
6651.000     1.7737   0.1648   140.0
6652.000     1.9146   0.1651   140.0
6653.000     1.2481   0.1653   140.0
6654.000     1.7848   0.1654   140.0
6655.000     1.5575   0.1655   140.0
6656.000     1.6186   0.1655   140.0
6657.000     1.9055   0.1655   140.0
6658.000     1.6161   0.1655   140.0
6659.000     1.7231   0.1653   140.0
6660.000     1.7846   0.1650   140.0
6661.000     1.6935   0.1646   140.0
6662.000     1.8205   0.1641   140.0
6663.000     1.7066   0.1635   140.0
6664.000     1.6067   0.1631   140.0
6665.000     1.8469   0.1627   140.0
6666.000     1.6881   0.1626   140.0
6667.000     1.5977   0.1627   140.0
6668.000     1.5680   0.1631   140.0
6669.000     1.4629   0.1636   140.0
6670.000     1.8112   0.1642   140.0
6671.000     1.8789   0.1647   140.0
6672.000     1.9001   0.1652   140.0
6673.000     1.6304   0.1654   140.0
6674.000     1.8522   0.1655   140.0
6675.000     1.4494   0.1652   140.0
6676.000     1.5657   0.1648   140.0
6677.000     1.5698   0.1642   140.0
6678.000     1.4242   0.1635   140.0
6679.000     1.8714   0.1630   140.0
6680.000     1.6419   0.1628   140.0
6681.000     1.8739   0.1629   140.0
6682.000     1.8826   0.1633   140.0
6683.000     1.9631   0.1639   140.0
6684.000     1.8880   0.1645   140.0
6685.000     1.7355   0.1651   140.0
6686.000     1.3661   0.1656   140.0
6687.000     1.6030   0.1659   140.0
6688.000     1.7059   0.1662   140.0
6689.000     1.8858   0.1663   140.0
6690.000     1.5790   0.1663   140.0
6691.000     1.6451   0.1663   140.0
6692.000     1.8467   0.1663   140.0
6693.000     1.4525   0.1662   140.0
6694.000     1.6150   0.1660   140.0
6695.000     1.7383   0.1657   140.0
6696.000     1.8339   0.1655   140.0
6697.000     1.6821   0.1652   140.0
6698.000     1.8914   0.1651   140.0
6699.000     1.4742   0.1650   140.0
6700.000     1.3353   0.1651   140.0
6701.000     1.7557   0.1651   140.0
6702.000     1.7474   0.1652   140.0
6703.000     1.3563   0.1653   140.0
6704.000     1.5356   0.1653   140.0
6705.000     1.5459   0.1652   140.0
6706.000     1.4788   0.1652   140.0
6707.000     1.8763   0.1652   140.0
6708.000     1.3125   0.1652   140.0
6709.000     1.7846   0.1652   140.0
6710.000     1.8887   0.1652   140.0
6711.000     1.6287   0.1651   140.0
6712.000     1.7704   0.1649   140.0
6713.000     1.4641   0.1647   140.0
6714.000     1.7550   0.1642   140.0
6715.000     1.4784   0.1638   140.0
6716.000     1.8864   0.1633   140.0
6717.000     1.7757   0.1628   140.0
6718.000     1.6035   0.1626   140.0
6719.000     1.3969   0.1626   140.0
6720.000     1.7899   0.1628   140.0
6721.000     1.5511   0.1633   140.0
6722.000     1.6896   0.1639   140.0
6723.000     1.6076   0.1645   140.0
6724.000     1.7136   0.1650   140.0
6725.000     1.5814   0.1655   140.0
6726.000     1.3213   0.1658   140.0
6727.000     1.6575   0.1660   140.0
6728.000     1.8739   0.1662   140.0
6729.000     1.7348   0.1664   140.0
6730.000     1.5496   0.1665   140.0
6731.000     1.5041   0.1667   140.0
6732.000     1.5978   0.1668   140.0
6733.000     1.7806   0.1669   140.0
6734.000     1.4147   0.1669   140.0
6735.000     1.9409   0.1669   140.0
6736.000     1.5602   0.1668   140.0
6737.000     1.6125   0.1666   140.0
6738.000     1.9480   0.1664   140.0
6739.000     1.5986   0.1661   140.0
6740.000     1.6035   0.1659   140.0
6741.000     1.4534   0.1657   140.0
6742.000     1.4632   0.1655   140.0
6743.000     1.9692   0.1654   140.0
6744.000     1.7433   0.1653   140.0
6745.000     1.7581   0.1653   140.0
6746.000     1.6473   0.1653   140.0
6747.000     1.1467   0.1653   140.0
6748.000     2.0372   0.1652   140.0
6749.000     1.3703   0.1652   140.0
6750.000     1.6244   0.1651   140.0
6751.000     1.5388   0.1651   140.0
6752.000     1.7651   0.1651   140.0
6753.000     1.5173   0.1653   140.0
6754.000     1.5566   0.1655   140.0
6755.000     1.6436   0.1660   140.0
6756.000     1.8154   0.1665   140.0
6757.000     1.6204   0.1671   140.0
6758.000     1.5948   0.1677   140.0
6759.000     1.3870   0.1682   140.0
6760.000     1.3947   0.1686   140.0
6761.000     1.4455   0.1689   140.0
6762.000     1.6150   0.1690   140.0
6763.000     1.7949   0.1690   140.0
6764.000     1.5354   0.1688   140.0
6765.000     1.8561   0.1685   140.0
6766.000     1.8850   0.1681   140.0
6767.000     1.6415   0.1676   140.0
6768.000     1.8582   0.1672   140.0
6769.000     1.5750   0.1668   140.0
6770.000     1.2847   0.1666   140.0
6771.000     1.8990   0.1665   140.0
6772.000     1.5295   0.1667   140.0
6773.000     1.9239   0.1670   140.0
6774.000     1.5240   0.1675   140.0
6775.000     1.3026   0.1681   140.0
6776.000     1.7209   0.1687   140.0
6777.000     1.3739   0.1692   140.0
6778.000     1.8229   0.1697   140.0
6779.000     1.4771   0.1699   140.0
6780.000     1.6548   0.1700   140.0
6781.000     1.9427   0.1699   140.0
6782.000     1.5772   0.1696   140.0
6783.000     1.8316   0.1691   140.0
6784.000     1.8511   0.1687   140.0
6785.000     1.5620   0.1683   140.0
6786.000     1.6967   0.1680   140.0
6787.000     1.8668   0.1679   140.0
6788.000     1.6725   0.1680   140.0
6789.000     1.8580   0.1683   140.0
6790.000     1.9119   0.1685   140.0
6791.000     1.8553   0.1688   140.0
6792.000     1.8379   0.1690   140.0
6793.000     1.8888   0.1691   140.0
6794.000     1.5694   0.1691   140.0
6795.000     1.7088   0.1691   140.0
6796.000     1.5348   0.1691   140.0
6797.000     1.6380   0.1692   140.0
6798.000     1.6209   0.1693   140.0
6799.000     1.8207   0.1694   140.0
6800.000     1.6412   0.1696   140.0
6801.000     1.8569   0.1698   140.0
6802.000     1.2374   0.1700   140.0
6803.000     1.9854   0.1701   140.0
6804.000     1.5984   0.1701   140.0
6805.000     1.3528   0.1701   140.0
6806.000     1.8043   0.1700   140.0
6807.000     1.8366   0.1699   140.0
6808.000     1.7996   0.1699   140.0
6809.000     2.0315   0.1698   140.0
6810.000     1.6718   0.1698   140.0
6811.000     1.6830   0.1699   140.0
6812.000     1.7181   0.1699   140.0
6813.000     1.5175   0.1700   140.0
6814.000     1.5330   0.1700   140.0
6815.000     1.9113   0.1701   140.0
6816.000     1.7643   0.1702   140.0
6817.000     1.6005   0.1703   140.0
6818.000     1.7285   0.1704   140.0
6819.000     1.8811   0.1706   140.0
6820.000     1.6129   0.1708   140.0
6821.000     1.6934   0.1710   140.0
6822.000     1.8634   0.1712   140.0
6823.000     1.8951   0.1714   140.0
6824.000     1.2954   0.1716   140.0
6825.000     1.5282   0.1718   140.0
6826.000     1.9147   0.1718   140.0
6827.000     1.5425   0.1719   140.0
6828.000     1.7177   0.1718   140.0
6829.000     2.0066   0.1717   140.0
6830.000     1.8121   0.1717   140.0
6831.000     1.7613   0.1717   140.0
6832.000     1.7609   0.1718   140.0
6833.000     1.7194   0.1720   140.0
6834.000     1.7700   0.1721   140.0
6835.000     1.9273   0.1722   140.0
6836.000     1.4892   0.1721   140.0
6837.000     1.6967   0.1718   140.0
6838.000     1.7509   0.1714   140.0
6839.000     1.7926   0.1708   140.0
6840.000     1.7317   0.1701   140.0
6841.000     1.6151   0.1694   140.0
6842.000     1.9508   0.1689   140.0
6843.000     1.8330   0.1686   140.0
6844.000     1.7248   0.1687   140.0
6845.000     1.7600   0.1690   140.0
6846.000     2.0244   0.1695   140.0
6847.000     1.7373   0.1701   140.0
6848.000     1.7851   0.1708   140.0
6849.000     1.5520   0.1713   140.0
6850.000     1.8476   0.1717   140.0
6851.000     1.7221   0.1719   140.0
6852.000     1.5144   0.1720   140.0
6853.000     2.1225   0.1718   140.0
6854.000     1.6874   0.1716   140.0
6855.000     1.8542   0.1712   140.0
6856.000     1.5586   0.1708   140.0
6857.000     2.0017   0.1705   140.0
6858.000     1.8192   0.1702   140.0
6859.000     1.4920   0.1701   140.0
6860.000     1.5828   0.1701   140.0
6861.000     1.4365   0.1702   140.0
6862.000     1.6157   0.1703   140.0
6863.000     2.0860   0.1706   140.0
6864.000     1.2922   0.1709   140.0
6865.000     1.3348   0.1712   140.0
6866.000     1.5568   0.1714   140.0
6867.000     1.6508   0.1715   140.0
6868.000     1.7222   0.1716   140.0
6869.000     1.4938   0.1715   140.0
6870.000     1.8281   0.1714   140.0
6871.000     1.7023   0.1712   140.0
6872.000     1.4637   0.1712   140.0
6873.000     1.7874   0.1712   140.0
6874.000     1.7459   0.1713   140.0
6875.000     1.6996   0.1715   140.0
6876.000     1.4441   0.1718   140.0
6877.000     1.7336   0.1721   140.0
6878.000     1.5539   0.1724   140.0
6879.000     1.4934   0.1726   140.0
6880.000     1.7047   0.1727   140.0
6881.000     1.6614   0.1727   140.0
6882.000     1.8892   0.1726   140.0
6883.000     1.6964   0.1725   140.0
6884.000     2.2436   0.1724   140.0
6885.000     2.1840   0.1725   140.0
6886.000     1.5697   0.1726   140.0
6887.000     1.5350   0.1730   140.0
6888.000     1.8497   0.1734   140.0
6889.000     1.6704   0.1739   140.0
6890.000     1.8504   0.1743   140.0
6891.000     1.4875   0.1747   140.0
6892.000     1.8721   0.1751   140.0
6893.000     1.8557   0.1753   140.0
6894.000     1.7234   0.1754   140.0
6895.000     1.8529   0.1754   140.0
6896.000     1.5716   0.1753   140.0
6897.000     1.6939   0.1753   140.0
6898.000     1.6183   0.1752   140.0
6899.000     1.8984   0.1752   140.0
6900.000     1.5451   0.1753   140.0
6901.000     1.5022   0.1754   140.0
6902.000     1.6507   0.1755   140.0
6903.000     2.0619   0.1757   140.0
6904.000     1.6576   0.1760   140.0
6905.000     1.7047   0.1762   140.0
6906.000     1.5948   0.1764   140.0
6907.000     1.9197   0.1765   140.0
6908.000     1.6647   0.1766   140.0
6909.000     1.5995   0.1766   140.0
6910.000     1.8432   0.1765   140.0
6911.000     1.6982   0.1763   140.0
6912.000     1.6025   0.1759   140.0
6913.000     1.7951   0.1755   140.0
6914.000     1.8464   0.1750   140.0
6915.000     1.8874   0.1746   140.0
6916.000     1.7603   0.1743   140.0
6917.000     1.8974   0.1742   140.0
6918.000     1.6309   0.1744   140.0
6919.000     1.8163   0.1747   140.0
6920.000     1.5321   0.1751   140.0
6921.000     1.4621   0.1755   140.0
6922.000     1.6778   0.1758   140.0
6923.000     1.8426   0.1759   140.0
6924.000     1.7714   0.1759   140.0
6925.000     1.6512   0.1758   140.0
6926.000     1.4272   0.1757   140.0
6927.000     1.6357   0.1755   140.0
6928.000     1.9651   0.1755   140.0
6929.000     1.9023   0.1756   140.0
6930.000     1.7526   0.1757   140.0
6931.000     1.7922   0.1758   140.0
